tweet,label
It's a lot of Uncle Tom ass niggas out here.,hate speech
@DanielSizelove @Conrad_MLG get on cunt,hate speech
RT @kostaskarelis: Cincy fans talk trash about the city of #CLE and then root for the @Cavs like they belong. #stillCLE #CLEallday #GoBrowns,neither
@BeattyJustin @KYOppCoalition Obama's bitch!,offensive
"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",offensive
"Pretty over this whole Yankees thing, id rather lose in the ALCS every year then live in Detroit.. I miss the real Steinbrenner #glorydays",neither
"@petehelm yeah, but Sting was already a proven draw. this is apples and oranges. he signs people with the sole purpose of burying them.",neither
RT @lil_tataaa: Somebody call an ambulance because these bitches dieing for attention,offensive
@_Aly_baby_ well at least If you're going to do somthing you do it.. And don't bitch out.. Even when it's the wrong thing &#128527;,offensive
&#8220;@_BitchBUH: Shoot that nigga and his shorty bitch &#128299;&#128514;&#8221; &#8252;&#65039;&#8252;&#65039;,hate speech
I salute to the hoes who kno they places... other than that bitches miss me,offensive
Only a broke nigga gonna settle for a broke bitch,offensive
RT @stephanielazox: Hope you got what you wanted bitch.,offensive
There's a bird nest in my garage and so now when the birds fly out they poop on my car. &#128529;,neither
RT @Cancerous_Kevin: @TimRossComedy @Michael_Craig12 I feel like Tim Ross is a nigger,hate speech
I'll give you a baby zebra girl.,neither
WTF I'mma do about my legs Charlie Murphy...,neither
RT @iceyy505: I HATE hoe ass people.,hate speech
I was gunna eat the pussy but I'm on a diet !,offensive
"Same reason u look like anthony davis with them eyebrows""@RyanH_Slick: Why the fuck do niggers act so different when girls are around?:-S""",hate speech
"""@sniffsockslad: Need these sox http://t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks",offensive
"might walk to Dunkin donuts, i want a Oreo coffee coolatta.",neither
weeknd makes songs for the hoes,offensive
@__hannerr__ you're a faggot,hate speech
Die twice bitch &#8220;@DivaMonRoe2uHoE: Thank you. &#128536; &#8220;@07Cannon: @DivaMonRoe2uHoE you're the filthiest hoe of all time http://t.co/Ju84cIxp7Z&#8221;&#8221;,offensive
@mjs79 @ChingonAbe well he is at Genos. So he is the ultimate faggot,hate speech
"@KeebitHalal @LogansWarning gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy",hate speech
I just put down a pan of brownies,neither
"Any solution to ZOG which doesn't deal with demographics - only laws - is no solution.
#NorthwestImperative
http://t.co/Vhy5s2apCn",neither
RT @FREECEV: we don't love these hoes http://t.co/vWt4i9POc2,offensive
I know righttt RT @dta_87: I hate fat loud bitches,hate speech
https://t.co/jtLZErgxI0 Leo get the fuck off of vine you fag,hate speech
Fitzpatrick is trash bruh,neither
@young_moniee what's this chinks email? I'm moving to China and slicing his throat,hate speech
"@NYRKelsMads @davidortiz @BarackObama 
I likes da Yankees",neither
I hate all these industry fags. I hope they all get the Nigerian Summer Flu,hate speech
"RT @TwitchyTeam: Low turnout reported, but Charlie Crist just filed and emergency motion to extend voting hours in Broward Co. http://t.co/&#8230;",neither
"RT @RealTimeWWII: 6000 people/day now being deported from Warsaw ghetto, packed into cattle cars for rail trip to Treblinka death camp. htt&#8230;",neither
trash RT @VibeMagazine: Can the Notorious B.I.G.&#8217;s son CJ Wallace rap? Watch &amp; vote here: http://t.co/3kzJj7nqpP http://t.co/wOwnc0A70P,neither
Sounds like a hoe,offensive
"Bjergsen just made a full AS rune page. I don't just me full AS reds and Quints I mean AS reds, blues, yellows, and Quints. 47% AS",neither
You can't call a bitch a bitch if you're a bitch,offensive
I hate yellow jackets can't feel arms and back lol,neither
I was in love with Charlie &#128553;,neither
Chick fil a wasn't about anti gay. It was about the first ammendment. If you didn't get that then you have no right to bitch about rights.,offensive
@BossAce555 @Sounds_good_bro @BloggerBoxing yea u stupid faggot. I'm not leaving till like 5-6pm. Want a ride?,hate speech
RT @Ryder_LetsGetIt: &#8220;@ItsNotHarold: I say if a girl got 7 bodies or more and she 20 or younger she a hoe&#8221; ON GANG !,offensive
@cryancarfield haven't you ever heard the story of the birds and the bees,neither
"RT @AChosenWord: Of rain showers
&amp; weepy fog
of soft light
&amp; cool touch
of wild wind
that carry music of birds
who cease to soar;
this feel&#8230;",neither
@_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol,hate speech
RT @maNIJEEtwa_: you can ride for a nigga ya whole life new pussy fuck it up in one night,offensive
Must have been a light skin hoe &#8220;@CampaignMindy: Lmfao wtf she mean af &#128557;&#128557;&#8220;@TrickingGawd: HE WASNT READY BRUH RIP!! http://t.co/lJRqrdBMfi&#8221;&#8221;,hate speech
'2' good: Jeter hero for Yankees in send-off http://t.co/oStFoBGuFa via @ESPNNewYork,neither
Going to California today for some analyzer training. Going into Dick Whitman mode. Wish I had a tan colored suit to wear for the flight.,neither
"""Stop looking us and go eat some pussy, you yuppie fucks.""",offensive
"RT @ella__fraser: When you clam up, my survival instinct is to kick the door shut",neither
RT @Lexxinnn: Don't no nigga want no broke ass bitch &#8252;&#65039; but it's crazy how a bitch will do all she can to better a broke ass nigga &#128056;&#9749;&#65039;,offensive
@wclemons @thejoelberggren @anthonycumia you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo,hate speech
I can't stand a snobby stuck up bitch,offensive
RT @GorgeousCamry_: &#8220;@1inkkofrosess: @GorgeousCamry_ stop explaining yo self sorry ass bitch DONT NOBODY CARE &#128522;&#8221;eww you sound spicy !,offensive
"Idgaf about someone havin a cure,let this bitch burn",offensive
If someone is part of 'James X' then he's a white trash cultist.,hate speech
RT @AliAbunimah: The people of the ghetto are rising up and fighting back. Whose side are you on? #Gaza,neither
WTF is this chick singing the 7th inning stretch at the Giants game wearing? She's like a redneck Carmen Miranda. #nlds,offensive
#EarlyBird #early #morning #sunrise #dawn #bird #thebird #jerryreed @ Kansas City http://t.co/kuVq8UpwUw,neither
Stayin up late to watch #Ichiro #Yankees,neither
"@serenity_23 I assume so, the tranny went out this morning. I have a maxima.",neither
RT @CuhCuhCraig: Is that Kawhi Leonard? Smh RT &#8220;@iDntWearCondoms: Wow u really gonna leak ou.. Nvm RT @MsJoseline: Ion need I fuc nig http:&#8230;,hate speech
"RT @jerrilyn71: ""@HistoryGoon: hey dicklicker! it says im happily divorced not bitter! homophobic? im not scared of queers..i hate em! fudg&#8230;",hate speech
RT @Jayy_Gee96: Dumb bitches,offensive
"RT @iSoldYoDadDrugs: I hate when people take a picture&#128247; and be like "" don't mind the background "" &#9995; nah bitch imma mind &#128563;",offensive
"S/O to my favorite nigger to work on the plantation @Pretty_WarZone just remember next time, ask for the watermelon. Dont steal it.",hate speech
@ItsKeeshKapeesh *yourself *faggot buy a dictionary,hate speech
"The nerve of people though... Cant take nobody serious, i continuously laugh at you hoes.",offensive
RT @CurrenSy_Spitta: Don't Neva check a real nigga....... Check a hoe,offensive
&#8220;@spannerhead29: @VertrellCarter #faggot&#8221; #Respect,hate speech
"Another major development in the Jihadi circles: Al Maqdisi, hardcore jihadi theorist asks specifically for relief &amp; aid workers&#8217; release",neither
Stupid bitch at Church's didn't give me my fucking BBQ sauce so now I gotta eat some dry ass chicken strips &#128531;,offensive
or dead &#8220;@Royceda59: &#128514; Word RT @TAXSTONE: If ya moms calling the cops after she ain't heard from you for four days you probably pussy&#8221;,offensive
Why do bitches come to school wearing stripper heels to school &#128563;&#128530; makes no sense!! &#128096;&#128581;,offensive
Yankees season over tho. So yeah.,neither
@lancejw113 so many hoes &#128514;&#128514;,offensive
Never again will I put so much into a relationship unless the bitch ACTUALLY puts more effort into it than me.,offensive
"Special thanks to Tina, Charlie and staff at Waverly Hills... thanks to everyone that dedicated time to make the... http://bit.ly/aKyqk2",neither
RT @indykaila: Exclusive: Ars&#232;ne Wenger gave two yellow cards &amp; red card while refereeing a charity match in Rome. @Arsenal,neither
"@JunDishes get a can of WASP SPRAY. it shoots out 20 feet and cheaper than bear spay or mace, works just as good",neither
"RT @tonymoore: Found cheese cracker sandwiches in the cabinet, a year expired. Ate them anyway. If I die tonight, these will be the worst l&#8230;",neither
@_jeff_hank @lgreiner3 @RayceWarden @BigJohn_Studd shut up nigger,hate speech
Hey my folk. This nigger loving Jew boy @Deuterostomes asked if I was making death threats against his goat fucking people. Fuck him.,hate speech
Twitter is for fags.,hate speech
@Pepper_Redbone @Yankees @Mets I miss NYC!! Nashville needs a pro AL team. The closest is KC or Tampa. That's pretty bad. The south is NL.,neither
@kincade00 shut up bitch for I spit on you,hate speech
These hoes ain't loyal and niggas ain't either,offensive
@longbongchris mk Hun just textith me,neither
Be mean or rude to my little sister again and I'll kick your ass. It applies to all of you little snooty bitches. K thanks.,offensive
"RT @Slanguage: Stop flattering yourself, bitch. The only fan you have is on your ceiling.",hate speech
"Chasing these hoes, better get cash nigga",hate speech
@ShawnIrwin9 okay closet fag,hate speech
@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket fuck off bitch.,offensive
RT @iBeZo: Stupid fucking nigger LeBron. You flopping stupid jungle bunny monkey faggot.,hate speech
"@SchulzGrayson @Dswizzle3 oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase",hate speech
"That bitch just walked off all like &#128129;
Wtf &#128514;&#128514;",offensive
RT @BruceVH: Getting over a painful experience is like crossing the monkey bars. You have to let go at some point in order to move forward.&#8230;,neither
"RT @MsKeeKee90s: @t_ndyy haha Oreo lol. Well I gota do dee's video for his dance soon, I can show you how to use equipment and that x",neither
I can't take you hoes serious because she everything a nigga need in a woman.. Some of y'all just look good &amp; that's it.,offensive
@sippey That's where birds came from.,neither
My managers a stupid cunt yes I said it,hate speech
"I didn't know my nig G-Eazy had reached a million views on one of his songs, haha that's crazy",offensive
@KaylahPrettyMom lmao girlllaaaa I don't like em chunky anymore.&#128514;&#128514;&#128514;&#128514;&#128567;,neither
@Barbod6FCB @_cblaze @ODDBEAST cracker jack shut the fuck up,hate speech
"RT @SUCKEDOFF: 3 MOST COMMON WHITE PEOPLE ACTIVITIES:

1. Wearing Tapout

2. Shooting up schools

3. Calling you a nigger on Xbox",hate speech
I rescued a baby bird &#128035; http://t.co/Ad7yy4CuQt,neither
@TheREALJB1RD Gotta get my superbowl shirt at the cleaners then we hitting the big bird.,neither
RT @anthonycampos23: Lebron your still a bitch you suck nigger hope you die,hate speech
"RT @LeMarquand: &#8252;&#65039;Muslim group slaughters 43 children in Nigerian school, children burned alive, shot &amp; slit throats tried 2escape..
 http:&#8230;",neither
What's up faggots bet y'all thought you'd seen the last of me,hate speech
George Rockwell (2 of 3) Speech at Lynchberg Armo&#8230;: http://t.co/5LFXMdYU2g Proud to say my Uncle Kelly was at this speech in 63.,neither
You a lame ass nigga still cuffin these hoes my bitch got a bitch with er,hate speech
Lamar Odom is such a little bitch. It's pathetic.,offensive
@Sarakateee @FaZe_Rain I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... #fazeisgay,hate speech
"Fuccn yo bitch last night she say ""you the nigga!!'",offensive
Nah we still up. RT @Tweets_NOchill: All the flat booty bitches asleep yet or Nah?,offensive
"@GeneTNBARockBox Says the old man :( I hope you can survive another 10 years, you silly Jigga boo monkey",hate speech
"If you would have followed George Washington in 1776, it means that you're white trash.",hate speech
#Yankees,neither
@RealWallieWall Ms. Martinez fuckin with the cripple kid?!,offensive
RT @MosoKnowso: RT @TroyAve I got no interest in tall skinny model bitches! I like my women with some ass &amp; hips ...,offensive
"1, 2, 3, 4, 5 I&#8217;m too drunk to walk, let&#8217;s drive. I got bitches with me all night And the party don&#8217;t start 'til the drugs arrive #Loaded",offensive
RT @DessantiGina: @TonyJRodriguez @WolfVanHalen so tony I think yr a rude little cunt and too too young to even know what real rock and rol&#8230;,hate speech
RT @TheChrisCates: Look at this faggot http://t.co/db7SIri8qg,hate speech
@whiteangelss84 y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin 2 u,hate speech
Sh*t!!!! RT @DipOnline If K Michelle was apart of Baltimore twitter she'd be one of them hoes saying she's celibate smh,offensive
(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397,neither
@CapoDaAssHole naw where can I see that hoe at,offensive
@InfidelAlie that should read suck on my bacon encrusted middle finger Muslim twats,hate speech
@G_Anderson4 lol it's gonna be so fun got two niglets on the way,offensive
RT @UFlorida: @GatorZoneFB It's a bird...It's a plane...It's Jake McGee! http://t.co/WVdLScoDvw,neither
@brianholmes2700 I &#128154; you bitch,offensive
I b tryna remind these bitches ... I knew u b4 dis social network fame,offensive
"Mary Jane is a dumb bitch
Peter has a job saving the city as Spiderman and she's bitching about how he hasn't came to her play",offensive
@Caroline_Poe bitch im 17? And i didnt follow you..? Hahaha,offensive
@SusanneWhite they're so goooood. I just want like a savoury salty cheesy cracker,neither
@FIFAcom Pepe because his defending was outstanding! His tackles were accurate nd he did hos job perfectly in both legs!,neither
RT @ERlKTweets: what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&#8230;,hate speech
@vernon1488 town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?,hate speech
http://t.co/bPU86qzYFt Lola Foxx &#8211; Steaming hot Nubile Lola Foxx shoves her dildo deep into her wet&#160;pussy http://t.co/br1Mjkk8dz,offensive
"RT @OHHHME: I just want the money, ian trippin on these hoes",offensive
@ClicquotSuave the new nip dropped today rii?,neither
RT @Tease: RT or you're a fag. http://t.co/4Ol82rdeqX,hate speech
Hoes be bringing they friends around they nigga and they nigga end up fucking with the bitch friend and the bitch don't even kno,offensive
@Belbert11 @BuhrowAustin well looks like I'll be buying you two a big bitch box of Busch NA &#128129;,offensive
This my dog telling me he is done playing frisbee for now.. lazy mutt http://t.co/l4AocjczsH,neither
"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",offensive
"*chops* RT @Tweets2Sweet *does bird call, flaps hands*",neither
Early bird gets the worm.... #GoGetIt,neither
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls.",hate speech
"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",offensive
RT @Hoodrichnick: Why ya niggas be gassin these wack ass bitches ? &#128553;&#128553;,hate speech
You got me faggot,hate speech
RT @CHlLDHOODRUINER: she taught these hoes how to pose http://t.co/aiObO34baA,offensive
"#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding",hate speech
Your retarded.,hate speech
@StephDaMARTIAN they made up endearing names for us like nigger spook &amp; monkey,offensive
"RT @ThatBajanKidd: #NeverAskABlackPerson if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" .",hate speech
On UPenn campus all the black chicks here are trash but they're gonna be paid,hate speech
RT @FAAMMoverALL: This nigguh Chris Paul,hate speech
RT @Neeksbethatguy: @JesseCanon @tonykivarkis @zramsin @Dirrttyydan @NaramY22 he busted a bitch n rolled stop sign hahahaha,offensive
Video: Charlie Baker remembers Tom Menino http://t.co/vdaOWLZksv,neither
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,hate speech
they're working on a bill to prevent retards from voting. who knew retards COULD vote? things are starting to make sense now.,hate speech
"""@jethromass: Photo: http://t.co/CxRs5BVhPw"" he is in sole heaven",neither
I know this one hoe on twitter right now that's catfishin shit !!!!!,offensive
@erinscafe Bu I do. I do hate the playa. And the Yankees. If I hate the Yankees for their payroll I have to hate the Dodgers.,neither
RT @madisonbeck143: bitch you guessed it!,offensive
"Then I went inside, in order to hide from mutant bird",neither
"RT @This_Sarcasm_: my tweet wasn't really about you. but if the shoe fits, then lace that bitch up and wear it.",offensive
RT @RIPvuhsace: I hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat,hate speech
RT @BroganWebber: Beyonc&#233; is trash.,hate speech
"I be jamming Skid Row,Kix,Cinderella,Damn Yankees,Bon Jovi,Def Leppard,Whitesnake,Extreme,Vinnie Vincent Invasion,Ratt,Scorpions etc",neither
RT @jezzzz_: &#8220;@Ginga_Snaps13: @jezzzz_ @ShitPussiesSay Jessica I'm not afraid to slit your throat tomorrow&#8221; @RitenourSchools @BarackObama @&#8230;,hate speech
@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,hate speech
@GossipCop Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!,hate speech
"@izziorizzi i'm not a trash talker, brah. i'm polite and diplomatic on and off the court.",neither
Want some cheese with that whine bitch ?!,offensive
RT @paidinfull_4: &#8220;@brennonthekidd_: what would u do? .. &#128561; http://t.co/RisLnwWIeR&#8221;kick that bitch down the stairs!,offensive
RT @FunnyPicsDepot: how to get unlimited pussy in high school http://t.co/54vF2R3S3a,offensive
Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115,hate speech
@lil_TR1LL can't wait 2 see my bitch tmrw #gatsby #l00py,offensive
Y'all really risk ur lives weaving in &amp; out of traffic traveling thru two counties for some pussy?,offensive
@McwilliamsBrett shut your legs hoe,hate speech
@HonorChrisKyle @_tony_soprano2 Amen on this tweet. 105 mm rockets from Victor Charlie leave a lasting impression.,neither
@rickygervais BORING&amp;HACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?,hate speech
"I need sum hoes ah sum, cuz I wake up all I have is hella emails &#128557;&#128299; but not a Goodmoring or goodnight text. Shit not even a single text &#9995;&#128529;",offensive
The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,offensive
RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,hate speech
Omg! The cutest little tinker bell ever &#10084;&#65039; http://t.co/vDajfVlwyP http://t.co/YpTz9O4SIS,neither
@VoiceofaPatriot Now now&#8230;that bird is one of God's creatures :-),neither
@kitten_nugget69 stfu dyke looking hoe.,hate speech
#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG,hate speech
There's a different between ya bitch a ya friends your bitch Rey to build wit you your friends just tryna compete.,offensive
oh well. he's a fag anyways.,hate speech
"@kfocht735 Nope - got lucky - some washing on the slopes, gonna make it a little rough combining but feeling very fortunate today",neither
@justezzzee that nigga ain't no fucking champ he a straight up bitch who not bout shit # bitch made!,offensive
I have a feeling tonight will be trash.,neither
"RT @PriyaOhol: In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/yKyFIJZgSI @aekulze @vocativ http://t.co/a&#8230;",neither
"' If you get yo girl took don't be mad at the niggah who did it &#1041204; Be mad at her , Cause he don't owe you loyalty , she does .",offensive
"AND #NorthKorea called #Barack a monkey. LOL! 
RT! 
*If the shoe fits! 'Cause it sure looks like he married one! 
http://t.co/F0pGDalfaA&#8221;",neither
Lmao wallah you're nasty bitch,offensive
Dez is caked up with some bitch or something cause hes not playing like Dez Bryant,offensive
Fake tits? &#8220;@VelvetHoopD: A hoe??&#8220;@Steph_Badd: Can u guess what I was ? &#8220;@DJZeeti: Twitpic your halloween costumes&#8221; http://t.co/ECs7nlEkKa&#8221;&#8221;,neither
@xiibyte just watched your video good stuff thought I'd let you in on the new boss boon says old character but will be surprise. It's Argus,neither
Watching the nigger movie Menace2society. Trying to learn more about the enemy. Good reconnaissance.,hate speech
Only faggots use white ds's,hate speech
Who takes mid from the best midlaner NA??? Fuckin solo Q fags.,hate speech
@EricBaetsle your a greaser,neither
Today is GAMEDAY! #iubb i need #iu to win so my jersey can arrive! #HoosierNation #hoosiers,neither
#stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds,neither
"RT @NoWomanIsRight: Females say ""have a seat faggot"" &amp; they feel like they put a bullet in yo head",offensive
@BettinaVLA @9975Ts @SenWarren She's just another straight-up conscienceless liar. Soulless criminal trash.,neither
"RT @CourtneyyKay: Cruising down the street in my 64, jockin the bitches, slappin the hoes",offensive
Holder&#8217;s Justice Department Isn&#8217;t Interested in the Facts in #Ferguson http://t.co/7vH4tyPMht These race hustling bitches are DISGRACEFUL.,hate speech
@dablueprint fuck no she dont let nobody hit that pussy either I know it's firm,offensive
"Lol, what I look like waiting on another nigga bitch.&#128514;&#128514;&#128514;",offensive
#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!,neither
RT @__J_R: Smh nigga is mildly retarded RT @Thotcho: LMFAO RT @JustDoJ: If Griff wasn&#8217;t injuries we&#8217;d legit be 6-1,hate speech
"RT @ImNeverChillin: You get drunk with a bitch and u try and grab her ass she get all offended, Well excuse me bitch I thought u were a hoe",offensive
@dustincmc @KevinKillsThngs ghetto=black,neither
aint nuthin retarded bout Gucci but this gold rolex,offensive
@YoungJeezy got me feelin like #trappin ain't dead. Got me ready to call the #guala! #Salute da truth! #SeenItAll #SeenItAllTheAutobiography,neither
"Oh, and I'm back, bitch. No one walks all over me ever again. Ever.",offensive
RT @DennisssBeauty: @VivaLaZulema looked like Princess Bella in that yellow dress&#128120;&#128120;,neither
"RT @StevStiffler: If her bio says ""Only God can judge me"" she's a hoe.",offensive
"He hit me with "" if I tell you who I'm fucking you can't say shit bitch, but her head game on point "" #RNS",offensive
&#8220;@alicia_688: You aint special niglet RT @Vice504fly: When I'm chilling wit Greg ppl walk up to me to ask me to take pics&#8221;hatin,hate speech
Jai may make an appearance at the party... love that fag,hate speech
@nCrusade @GodManiac_ come wage with us fag,hate speech
RT @NoHoesNextDoor: If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot,hate speech
"""Mine plays DMX and kirk Franklin smh @_justcallmeBRIT: Well my neighbors are ghetto . They get up at like 5am and beat their kids.""",neither
@Royceda59 Green bananas are better then yellow ones too.,neither
"@bad_boy_six @ksteven37 
Here ya go wetback, eat this.. http://t.co/kf6PgZvH5G",hate speech
@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u,hate speech
@valerie91097 uhh messi trash . and im flattered but what was the games scorre,neither
"Its #ArabSpring Training, Charlie Brown! #rejectedpeanutsspecials",neither
"' The hoes finna be like "" Owieee Trey , August , And Chris Brown can have my baby at the same time &#1041191; "" Lmfaooooooo Hoes ain't loyal .",offensive
RT @NateThaAlmighty: niggas talk more than bitches these days.,hate speech
#WestVirginia is full of white trash.,hate speech
@MSoltan18 @KoredeB9 the witches took them hoe,offensive
@MakeAnothaHov T.o. was a faggot crybaby,hate speech
@XxminijokerXx I HATE birds! They just piss me off about the fact that I can't fly!,neither
(con't) Also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns.,neither
"one deep in my phantom ghost, bad bitch with me excuse me where my manners go",offensive
Darkies DGAF! RT @Maxin_Betha @80sbaby4life gotta chill wit his yellow #4thofJulyFly outfit man RT @dominicanraf http://t.co/uImF6sDI,neither
"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",offensive
Late night phone convos with my hoomie that nigga a gook,hate speech
"@ReverendGrim @TitsOfAnarchy 
I likes dat name. Dem sand niggers needs to know dare place in da pecker order",hate speech
"Saw this little freshman ho with what looked like spiked dog collar (stupidest shit ever) so everytime I saw her I said ""so sexy"" lmao",offensive
#California is full of white trash,hate speech
"@pragathiguru , i'm viswa moulie. I wanna be ur friend.. Please, shall i ?",neither
God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves,hate speech
@Herfarm Move out of our country teabaggers!,hate speech
RT @tupactopus: bad bitches get in free night at weenie hut jrs,offensive
RT @Opatz1: Fuck michelle obama. That monkey doesnt belong in the white house,hate speech
"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.co/5gt6ZVgqXY",hate speech
You're pussy ass set don't mean shit to me.,offensive
"RT @KejonASavage: ""@_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;"" some niggas got fuckd up by the bouncers when i w&#8230;",offensive
I'd kill to meet Charlie Sheen.,neither
@JStarrTweets my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna,neither
#IU 8 straight nation #college soccer champions! Wow! #hoosiernation #hoosiers &#9917;&#127942;,neither
@The_Gambit Ha. He ain't welcome in Washington State or Nashville. Serpas is straight trash.,neither
@KimW16 so she's retarded?,offensive
@ProsperINDIA ho no. Without ur vote we lost the election. AK49 is taking oath as PM today. :-),neither
People who grow their own vegetables are nothing but common peasant trash.,hate speech
@monicawarren16 #pumprules is on bravo...quality trash,neither
Lightskins and Spanish girls be acting like breaking niggas hearts is a necessity. Stop being cruel bitch,offensive
"RT @attsmcjay: ""One man's trash is another man's treasure""...perfectly explains strippers with daddy issues.",neither
@AmericanWhiteHM I hate that nigger.,hate speech
@Drfreezeburnn @DaithiDeNogla I just learned how many retards you can find when you search trending topics.,hate speech
RT @TrueNovacane: Only pussy niggas wouldn't fuck with a chick if she has stretch marks..,hate speech
"RT @CzickenShack: I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""Uncrustables"" is already taken. Fu&#8230;",neither
Dj Khaled is retarded,offensive
"RT ""@HuffingtonPost: Jane Seymour rocks a bikini at 62 http://t.co/1pUccv8t97"" Crazy Aunt Jane is at it again @TheFaithAnne",neither
"RT @ItsSonGoku: When niggas ask me ""Where the hoes at?"" http://t.co/eg6gxgGzFC",hate speech
go get left in a hot car and die bitch,hate speech
@FreeAJay you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke,hate speech
"LOL &#128514;&#128557; I just remember that same bitch said she liked my hair then asked ""is it yours?"" Smfh #wut #yes ...",offensive
"RT @snoleezey801: @uce_INA poly ratchets.. Can't stand poly bitches in general &#128514; they loud, annoying, and they talk too much..",offensive
#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers,neither
Uncle Tom Hypocrite! http://t.co/cyc9MAdJpQ,hate speech
GTA online today bitch ass niggas,offensive
"RT @JakeEye3: after 4 hours and almost 8 pages i want to slit my wrists, but i guess ill just settle for sleep",neither
RT @DuncanIdunno: Smash into windshields? RT @coorslightca: The birds do it. The bees do it. Coors Light drinkers do it. You know what we'r&#8230;,neither
"@IIJERiiCHOII Nah but I was worth that 52 character, bitch.",offensive
Someone shut this beaner up please.,hate speech
#WhatImCraving Peanut Butter Oreos &lt;3,neither
RT @zippy1981: @voretaq7 from a TDD POV linux is just a mock for the kernel of the GNU/HURD system.,neither
"&#193;lbum de fotos: gaywrites: In the Making, a project by and for queer students at Harvard, highlights the... http://t.co/XZQ9XmaQTf",hate speech
RT @TM__7: &#128514;&#128514;&#128514;&#128514;&#128514;&#128513;&#128513;&#128513;&#128513;&#128588;&#128588; RT @Lizzs_Lockeroom: Watching a bird poop on your car after you just got it washed http://t.co/k6AiIVU6Ph,neither
"Foley Abduction Linked to British Jihadi Kidnapping Ring http://t.co/X6SIP3woXb via @joshrogin, @elilake",neither
&#8220;@sportspickle: The fruit of the modern Yankees farm system. http://t.co/LfWC3LSRjO&#8221; Joba the Nut.,neither
RT @TrapicalGod: These hoes really ain't loyal &#128514;&#128591; http://t.co/6u2kbYkQ2n,offensive
#Yankees wasted Nu&#241;ez's season #rays #mlb,neither
"@SMLBound cracker jack work, cdc - did ya think of checking THE PLANE FULL OF PEOPLE?",neither
"there was a bird on the back balcony, dead. with sadness I reflected on the fragility of life, put him in a bag, and threw him in the trash.",neither
@prtini Yes. And the @Yankees. And stalking weird people. SO MANY THINGS. #pr20chat,neither
RT @chicagotribune: Chicago will not refund $7.7 million made from red light tickets issued after yellow lights were shortened http://t.co/&#8230;,neither
